document_title,version,live_page_url,source_path,also_covers,reviewer,audited,fixed,corrections,notes
Box,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/addbox,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/addbox.md,,,,,,
Google Drive,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/addgdsource,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/addgdsource.md,,,,,,
Database Configuration Wizard,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/addsingledatabase/databaseconfigwizard,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/addsingledatabase/databaseconfigwizard.md,,,,,,
Add Oracle Server Source,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/addsqlserversource/oracleserver,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/addsqlserversource/oracleserver.md,,,,,,
Content Server,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/contentserver,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/contentserver.md,,,,,,
Exchange Mailbox,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/exchangemailbox,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/exchangemailbox.md,,,,,,
Exchange Server,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/exchangeserver,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/exchangeserver.md,,,,,,
Outlook Mail Archive,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/outlookmailarchive,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/outlookmailarchive.md,,,,,,
SharePoint,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/overview_1,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/overview_1.md,,,,,,
File System,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/overview,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/overview.md,,,,,,
SharePoint Online,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/addsource/sharepointonline,docs/dataclassification/5.7/contentconfigurationoverview/introduction/addsource/sharepointonline.md,,,,,,
File System,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/contentsource,docs/dataclassification/5.7/contentconfigurationoverview/introduction/contentsource.md,,,,,,
Content Sources,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction,docs/dataclassification/5.7/contentconfigurationoverview/introduction/introduction.md,,,,,,
Exchange Mailbox,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/manage/exchangemailbox,docs/dataclassification/5.7/contentconfigurationoverview/introduction/manage/exchangemailbox.md,,,,,,
SharePoint,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/manage/introduction,docs/dataclassification/5.7/contentconfigurationoverview/introduction/manage/introduction/introduction.md,,,,,,
Managing list of exclusions,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/manage/introduction/managinglistofexclusions,docs/dataclassification/5.7/contentconfigurationoverview/introduction/manage/introduction/managinglistofexclusions.md,,,,,,
Deploying Remote Event Receivers for SharePoint,5.7,https://docs.netwrix.com/docs/dataclassification/5_7/contentconfigurationoverview/introduction/manage/introduction/remoteeventreceivers,docs/dataclassification/5.7/contentconfigurationoverview/introduction/manage/introduction/remoteeventreceivers.md,,,,,,
